timestamp,value
2025-03-01T10:00:00,90.14
2025-03-01T10:00:01,98.62
2025-03-01T10:00:02,102.87
2025-03-01T10:00:03,102.66
2025-03-01T10:00:04,99.9
2025-03-01T10:00:05,104.92
2025-03-01T10:00:06,97.11
2025-03-01T10:00:07,102.18
2025-03-01T10:00:08,104.72
2025-03-01T10:00:09,96.62
2025-03-01T10:00:10,112.51
2025-03-01T10:00:11,85.42
2025-03-01T10:00:12,105.8
2025-03-01T10:00:13,101.33
2025-03-01T10:00:14,100.51
2025-03-01T10:00:15,
2025-03-01T10:00:16,93.39
2025-03-01T10:00:17,98.65
2025-03-01T10:00:18,96.24
2025-03-01T10:00:19,105.94
2025-03-01T10:00:20,99.61
2025-03-01T10:00:21,97.39
2025-03-01T10:00:22,
2025-03-01T10:00:23,101.5
2025-03-01T10:00:24,97.66
2025-03-01T10:00:25,103.87
2025-03-01T10:00:26,89.4
2025-03-01T10:00:27,102.57
2025-03-01T10:00:28,91.97
2025-03-01T10:00:29,101.83
2025-03-01T10:00:30,105.4
2025-03-01T10:00:31,95.56
2025-03-01T10:00:32,97.74
,104.68
2025-03-01T10:00:34,100.9
2025-03-01T10:00:35,98.25
2025-03-01T10:00:36,102.66
2025-03-01T10:00:37,97.57
2025-03-01T10:00:38,104.06
2025-03-01T10:00:39,99.75
2025-03-01T10:00:40,100.1
2025-03-01T10:00:41,100.78
2025-03-01T10:00:42,99.63
2025-03-01T10:00:43,99.63
2025-03-01T10:00:44,99.55
2025-03-01T10:00:45,103.84
2025-03-01T10:00:46,98.03
2025-03-01T10:00:47,93.49
2025-03-01T10:00:48,108.72
2025-03-01T10:00:49,95.31
2025-03-01T10:00:50,105.04
2025-03-01T10:00:51,89.77
2025-03-01T10:00:52,
2025-03-01T10:00:53,104.62
2025-03-01T10:00:54,102.28
2025-03-01T10:00:55,97.37
2025-03-01T10:00:56,100.12
2025-03-01T10:00:57,106.48
2025-03-01T10:00:58,100.73
2025-03-01T10:00:59,94.21
2025-03-01T10:01:00,104.61
2025-03-01T10:01:01,100.61
2025-03-01T10:01:02,100.56
2025-03-01T10:01:03,102.02
2025-03-01T10:01:04,100.21
2025-03-01T10:01:05,110.44
2025-03-01T10:01:06,106.02
2025-03-01T10:01:07,101.7
2025-03-01T10:01:08,97.24
2025-03-01T10:01:09,106.29
2025-03-01T10:01:10,109.63
2025-03-01T10:01:11,94.49
2025-03-01T10:01:12,96.64
2025-03-01T10:01:13,
2025-03-01T10:01:14,102.9
2025-03-01T10:01:15,99.23
2025-03-01T10:01:16,101.37
2025-03-01T10:01:17,95.6
2025-03-01T10:01:18,99.37
2025-03-01T10:01:19,103.56
2025-03-01T10:01:20,95.96
2025-03-01T10:01:21,104.0
2025-03-01T10:01:22,98.53
