timestamp,value
2025-02-01T10:00:00,102.17
2025-02-01T10:00:01,110.24
2025-02-01T10:00:02,93.12
2025-02-01T10:00:03,101.2
2025-02-01T10:00:04,88.63
2025-02-01T10:00:05,102.39
2025-02-01T10:00:06,95.44
2025-02-01T10:00:07,96.52
2025-02-01T10:00:08,95.76
2025-02-01T10:00:09,99.32
2025-02-01T10:00:10,105.63
2025-02-01T10:00:11,96.34
2025-02-01T10:00:12,102.25
2025-02-01T10:00:13,103.66
2025-02-01T10:00:14,102.94
2025-02-01T10:00:15,102.76
2025-02-01T10:00:16,91.16
,92.81
2025-02-01T10:00:18,97.46
2025-02-01T10:00:19,102.97
2025-02-01T10:00:20,93.47
2025-02-01T10:00:21,98.61
2025-02-01T10:00:22,106.08
2025-02-01T10:00:23,104.88
2025-02-01T10:00:24,103.85
2025-02-01T10:00:25,98.51
2025-02-01T10:00:26,102.61
2025-02-01T10:00:27,105.47
2025-02-01T10:00:28,105.45
2025-02-01T10:00:29,100.54
2025-02-01T10:00:30,107.51
2025-02-01T10:00:31,101.34
2025-02-01T10:00:32,97.97
2025-02-01T10:00:33,97.82
2025-02-01T10:00:34,100.18
2025-02-01T10:00:35,101.36
2025-02-01T10:00:36,106.82
2025-02-01T10:00:37,98.6
2025-02-01T10:00:38,104.24
2025-02-01T10:00:39,98.41
2025-02-01T10:00:40,96.28
2025-02-01T10:00:41,98.03
2025-02-01T10:00:42,108.58
2025-02-01T10:00:43,104.09
2025-02-01T10:00:44,105.04
2025-02-01T10:00:45,
2025-02-01T10:00:46,85.3
2025-02-01T10:00:47,98.86
2025-02-01T10:00:48,105.51
2025-02-01T10:00:49,104.97
2025-02-01T10:00:50,98.31
2025-02-01T10:00:51,
2025-02-01T10:00:52,95.96
2025-02-01T10:00:53,99.84
2025-02-01T10:00:54,105.26
,103.01
2025-02-01T10:00:56,101.95
,103.83
2025-02-01T10:00:58,100.05
2025-02-01T10:00:59,97.63
2025-02-01T10:01:00,97.49
2025-02-01T10:01:01,96.95
2025-02-01T10:01:02,100.45
2025-02-01T10:01:03,102.67
2025-02-01T10:01:04,100.02
2025-02-01T10:01:05,99.56
2025-02-01T10:01:06,109.33
2025-02-01T10:01:07,99.38
2025-02-01T10:01:08,99.48
,98.82
2025-02-01T10:01:10,101.29
2025-02-01T10:01:11,100.04
2025-02-01T10:01:12,108.18
2025-02-01T10:01:13,104.17
2025-02-01T10:01:14,99.71
2025-02-01T10:01:15,106.18
2025-02-01T10:01:16,97.65
2025-02-01T10:01:17,95.48
2025-02-01T10:01:18,93.55
2025-02-01T10:01:19,98.61
2025-02-01T10:01:20,100.17
2025-02-01T10:01:21,106.58
2025-02-01T10:01:22,105.66
2025-02-01T10:01:23,102.81
2025-02-01T10:01:24,99.08
2025-02-01T10:01:25,102.24
,106.02
2025-02-01T10:01:27,100.51
2025-02-01T10:01:28,110.63
2025-02-01T10:01:29,103.12
2025-02-01T10:01:30,102.26
2025-02-01T10:01:31,
2025-02-01T10:01:32,96.1
2025-02-01T10:01:33,101.81
2025-02-01T10:01:34,95.52
2025-02-01T10:01:35,93.29
2025-02-01T10:01:36,98.5
2025-02-01T10:01:37,106.48
2025-02-01T10:01:38,100.38
2025-02-01T10:01:39,96.93
2025-02-01T10:01:40,105.31
2025-02-01T10:01:41,
2025-02-01T10:01:42,102.79
2025-02-01T10:01:43,98.25
2025-02-01T10:01:44,110.86
2025-02-01T10:01:45,88.4
2025-02-01T10:01:46,105.61
2025-02-01T10:01:47,99.53
2025-02-01T10:01:48,100.0
2025-02-01T10:01:49,100.37
2025-02-01T10:01:50,98.0
2025-02-01T10:01:51,95.55
2025-02-01T10:01:52,104.43
2025-02-01T10:01:53,94.77
2025-02-01T10:01:54,105.19
2025-02-01T10:01:55,101.69
2025-02-01T10:01:56,99.5
2025-02-01T10:01:57,93.88
2025-02-01T10:01:58,99.7
2025-02-01T10:01:59,105.86
2025-02-01T10:02:00,92.17
2025-02-01T10:02:01,102.5
2025-02-01T10:02:02,103.69
,105.23
2025-02-01T10:02:04,97.3
2025-02-01T10:02:05,102.24
2025-02-01T10:02:06,102.48
2025-02-01T10:02:07,97.58
2025-02-01T10:02:08,101.57
2025-02-01T10:02:09,99.84
2025-02-01T10:02:10,98.47
2025-02-01T10:02:11,89.16
2025-02-01T10:02:12,93.02
2025-02-01T10:02:13,102.49
2025-02-01T10:02:14,100.47
2025-02-01T10:02:15,98.09
2025-02-01T10:02:16,100.46
2025-02-01T10:02:17,102.31
2025-02-01T10:02:18,108.1
2025-02-01T10:02:19,100.58
2025-02-01T10:02:20,103.1
2025-02-01T10:02:21,104.97
2025-02-01T10:02:22,105.4
2025-02-01T10:02:23,105.82
2025-02-01T10:02:24,100.66
2025-02-01T10:02:25,98.27
2025-02-01T10:02:26,99.45
2025-02-01T10:02:27,96.86
2025-02-01T10:02:28,94.65
2025-02-01T10:02:29,97.51
2025-02-01T10:02:30,100.57
2025-02-01T10:02:31,97.38
2025-02-01T10:02:32,98.22
2025-02-01T10:02:33,101.25
2025-02-01T10:02:34,105.33
2025-02-01T10:02:35,97.66
2025-02-01T10:02:36,101.53
2025-02-01T10:02:37,97.87
2025-02-01T10:02:38,101.73
2025-02-01T10:02:39,103.54
2025-02-01T10:02:40,90.74
2025-02-01T10:02:41,95.96
2025-02-01T10:02:42,99.11
2025-02-01T10:02:43,103.22
2025-02-01T10:02:44,98.87
2025-02-01T10:02:45,107.25
2025-02-01T10:02:46,92.98
2025-02-01T10:02:47,105.78
2025-02-01T10:02:48,107.23
2025-02-01T10:02:49,100.31
2025-02-01T10:02:50,99.39
2025-02-01T10:02:51,97.78
2025-02-01T10:02:52,88.11
2025-02-01T10:02:53,101.51
2025-02-01T10:02:54,95.25
2025-02-01T10:02:55,
2025-02-01T10:02:56,94.25
2025-02-01T10:02:57,99.66
2025-02-01T10:02:58,96.6
2025-02-01T10:02:59,100.94
2025-02-01T10:03:00,104.66
2025-02-01T10:03:01,99.56
2025-02-01T10:03:02,101.5
2025-02-01T10:03:03,98.7
2025-02-01T10:03:04,97.82
2025-02-01T10:03:05,101.62
2025-02-01T10:03:06,99.86
2025-02-01T10:03:07,104.98
2025-02-01T10:03:08,105.5
2025-02-01T10:03:09,96.25
2025-02-01T10:03:10,99.37
2025-02-01T10:03:11,94.77
2025-02-01T10:03:12,96.91
2025-02-01T10:03:13,105.87
2025-02-01T10:03:14,103.07
2025-02-01T10:03:15,98.53
2025-02-01T10:03:16,95.47
2025-02-01T10:03:17,97.66
2025-02-01T10:03:18,101.72
,87.64
2025-02-01T10:03:20,94.8
,107.74
,101.48
2025-02-01T10:03:23,101.28
2025-02-01T10:03:24,96.69
2025-02-01T10:03:25,98.71
2025-02-01T10:03:26,99.15
2025-02-01T10:03:27,97.68
2025-02-01T10:03:28,97.59
2025-02-01T10:03:29,100.4
2025-02-01T10:03:30,101.11
2025-02-01T10:03:31,105.97
2025-02-01T10:03:32,98.19
2025-02-01T10:03:33,93.8
2025-02-01T10:03:34,93.67
2025-02-01T10:03:35,95.37
2025-02-01T10:03:36,101.15
2025-02-01T10:03:37,102.57
2025-02-01T10:03:38,105.5
2025-02-01T10:03:39,92.79
2025-02-01T10:03:40,92.37
2025-02-01T10:03:41,108.98
2025-02-01T10:03:42,110.89
2025-02-01T10:03:43,100.62
2025-02-01T10:03:44,105.97
2025-02-01T10:03:45,101.88
2025-02-01T10:03:46,107.82
2025-02-01T10:03:47,96.91
2025-02-01T10:03:48,110.93
2025-02-01T10:03:49,103.64
2025-02-01T10:03:50,94.97
2025-02-01T10:03:51,104.51
2025-02-01T10:03:52,88.58
2025-02-01T10:03:53,99.38
2025-02-01T10:03:54,106.12
2025-02-01T10:03:55,108.5
2025-02-01T10:03:56,100.38
2025-02-01T10:03:57,104.88
2025-02-01T10:03:58,96.05
2025-02-01T10:03:59,106.41
2025-02-01T10:04:00,104.58
2025-02-01T10:04:01,97.73
2025-02-01T10:04:02,102.21
2025-02-01T10:04:03,92.54
2025-02-01T10:04:04,93.83
2025-02-01T10:04:05,106.8
2025-02-01T10:04:06,106.99
2025-02-01T10:04:07,101.85
2025-02-01T10:04:08,105.87
2025-02-01T10:04:09,101.75
2025-02-01T10:04:10,93.54
2025-02-01T10:04:11,105.91
2025-02-01T10:04:12,100.36
2025-02-01T10:04:13,100.25
2025-02-01T10:04:14,94.89
2025-02-01T10:04:15,97.75
2025-02-01T10:04:16,102.68
2025-02-01T10:04:17,101.59
2025-02-01T10:04:18,109.71
2025-02-01T10:04:19,97.3
2025-02-01T10:04:20,
2025-02-01T10:04:21,101.09
2025-02-01T10:04:22,91.33
2025-02-01T10:04:23,98.3
2025-02-01T10:04:24,99.31
2025-02-01T10:04:25,101.85
2025-02-01T10:04:26,96.24
2025-02-01T10:04:27,100.57
2025-02-01T10:04:28,103.79
2025-02-01T10:04:29,97.57
2025-02-01T10:04:30,93.17
2025-02-01T10:04:31,106.26
2025-02-01T10:04:32,98.63
2025-02-01T10:04:33,99.16
2025-02-01T10:04:34,95.03
2025-02-01T10:04:35,98.08
2025-02-01T10:04:36,102.78
2025-02-01T10:04:37,95.96
2025-02-01T10:04:38,100.31
2025-02-01T10:04:39,97.43
2025-02-01T10:04:40,103.13
2025-02-01T10:04:41,95.28
2025-02-01T10:04:42,94.85
,100.62
2025-02-01T10:04:44,106.59
2025-02-01T10:04:45,97.55
2025-02-01T10:04:46,105.59
2025-02-01T10:04:47,108.36
2025-02-01T10:04:48,102.18
2025-02-01T10:04:49,97.45
2025-02-01T10:04:50,94.01
2025-02-01T10:04:51,95.24
2025-02-01T10:04:52,98.22
2025-02-01T10:04:53,105.59
2025-02-01T10:04:54,90.46
2025-02-01T10:04:55,102.14
2025-02-01T10:04:56,101.52
2025-02-01T10:04:57,100.74
2025-02-01T10:04:58,103.52
2025-02-01T10:04:59,96.43
2025-02-01T10:05:00,102.77
2025-02-01T10:05:01,96.34
2025-02-01T10:05:02,104.03
2025-02-01T10:05:03,102.99
2025-02-01T10:05:04,100.7
2025-02-01T10:05:05,98.22
2025-02-01T10:05:06,99.62
2025-02-01T10:05:07,100.61
2025-02-01T10:05:08,100.17
2025-02-01T10:05:09,104.7
2025-02-01T10:05:10,100.19
2025-02-01T10:05:11,101.02
2025-02-01T10:05:12,102.58
2025-02-01T10:05:13,101.07
2025-02-01T10:05:14,100.38
2025-02-01T10:05:15,105.15
2025-02-01T10:05:16,105.49
2025-02-01T10:05:17,104.0
2025-02-01T10:05:18,98.21
2025-02-01T10:05:19,97.44
2025-02-01T10:05:20,101.01
2025-02-01T10:05:21,96.87
2025-02-01T10:05:22,
2025-02-01T10:05:23,105.66
2025-02-01T10:05:24,98.79
2025-02-01T10:05:25,102.81
2025-02-01T10:05:26,100.28
2025-02-01T10:05:27,101.9
2025-02-01T10:05:28,103.18
2025-02-01T10:05:29,97.15
2025-02-01T10:05:30,101.73
2025-02-01T10:05:31,103.24
2025-02-01T10:05:32,106.82
2025-02-01T10:05:33,104.19
2025-02-01T10:05:34,94.91
2025-02-01T10:05:35,96.23
2025-02-01T10:05:36,99.29
2025-02-01T10:05:37,104.53
2025-02-01T10:05:38,97.45
2025-02-01T10:05:39,104.19
2025-02-01T10:05:40,98.56
2025-02-01T10:05:41,104.71
